Export MPAN / MSID,Import MPAN / MSID,Customer Name,Customer Site,Address Line 1,Address Line 2,Town/ City,County,Postcode,Country,Location (X-coordinate):_Eastings (where data is held),Location (y-coordinate):_Northings (where data is held),Grid Supply Point,Bulk Supply Point,Primary,Point of Connection (POC)_Voltage (kV),Licence Area,Energy Source 1,Energy Conversion Technology 1,CHP Cogeneration (Yes/No),Storage Capacity 1 (MWh),Storage Duration 1 (Hours),Energy Source & Energy Conversion Technology 1 - Registered Capacity (MW),Energy Source 2,Energy Conversion Technology 2,CHP Cogeneration 2 (Yes/No),Storage Capacity 2 (MWh),Storage Duration 2 (Hours),Energy Source & Energy Conversion Technology 2 - Registered Capacity (MW),Energy Source 3,Energy Conversion Technology 3,CHP Cogeneration 3 (Yes/No),Storage Capacity 3 (MWh),Storage Duration 3 (Hours),Energy Source & Energy Conversion Technology 3 - Registered Capacity (MW),Flexible Connection (Yes/No),Connection Status,Already connected Registered Capacity (MW),Already Connected - Maximum Export Capacity (MW),Already Connected - Maximum Export Capacity (MVA),Already Connected - Maximum Import Capacity (MW),Already Connected - Maximum Import Capacity (MVA),Date Connected,Accepted to Connect Registered Capacity (MW),Accepted to Connect - Change to Maximum Export Capacity (MW),Accepted to Connect - Change to Maximum Export Capacity (MVA),Accepted to Connect - Change to Maximum Import Capacity (MW),Accepted to Connect - Change to Maximum Import Capacity (MVA),Date Accepted,Target Energisation Date,Distribution Service Provider (Y/N),Transmission Service Provider (Y/N),Reference,In a Connection Queue (Y/N),Distribution Reinforcement Reference,Transmission Reinforcement Reference,Last Updated,Longitude,Latitude,SpatialCoordinates_Customer,SiteFunctionalLocation,Primary Resource Type_Group
1900091200077,,Dragon Infrastructure Solutions Ltd,HORAM SOLAR FARM,HORAM,,HEATHFIELD,EAST SUSSEX,TN21 0YD,England,557368,117051,NINFIELD,NINFIELD GRID,GRID,33,South Eastern Power Networks (SPN),solar,Photovoltaic,,,,6.5,,,,,,,,,,,,,No,Connected,6.5,6.5,6.842,,,2015-03-31,,,,,,,,,,,,,,2020-11-13,0.238061530292594,50.9314477646536,"50.9314477646536,0.238061530292594",SPN-S000000009136,Solar PV
1900091361990,,CHRISTS HOSPITAL,CHRISTS HOSPITAL SCHOOL,THE AVENUE,,HORSHAM,WEST SUSSEX,RH13 0LJ,England,514888,128379,BOLNEY,HORSHAM GRID 132/11KV,HORSHAM GRID 11KV,11,South Eastern Power Networks (SPN),solar,Photovoltaic,,,,1.049,,,,,,,,,,,,,No,Connected,1.049,1.049,1.104,,,2016-04-12,,,,,,,,,,,,,,2021-01-15,-0.362561567224392,51.0432888855072,"51.0432888855072,-0.362561567224392",SPN-S000000009324,Solar PV
1900091193127,,Anesco Ltd,BROOKBARN FARM,COURTWICK LANE,,LITTLEHAMPTON,WEST SUSSEX,BN17 7PE,England,501581,103991,BOLNEY,WORTHING GRID,LITTLEHAMPTON 33/11KV,11,South Eastern Power Networks (SPN),solar,Photovoltaic,,,,3.0,,,,,,,,,,,,,No,Connected,3.0,3.0,3.158,,,2015-10-07,,,,,,,,,,,,,,2020-11-13,-0.559100522494197,50.8265579714037,"50.8265579714037,-0.559100522494197",SPN-S000000008431,Solar PV
1900091192276,,Haymaker Energy,NATEWOOD FARM,POLEGATE ROAD,,POLEGATE,EAST SUSSEX,BN27 3PH,England,557788,107118,NINFIELD,POLEGATE GRID,HAILSHAM 33/11KV,11,South Eastern Power Networks (SPN),solar,Photovoltaic,,,,7.0,,,,,,,,,,,,,No,Connected,7.0,7.0,7.368,,,2015-01-24,,,,,,,,,,,,,,2020-11-13,0.239748031332125,50.8420799155281,"50.8420799155281,0.239748031332125",SPN-S000000008361,Solar PV
1998000000024,,Thanet Energy Ltd,THANET ENERGY,,,BIRCHINGTON,KENT,CT7 0JL,England,629312,167804,CANTERBURY NORTH,THANET GRID,GRID,33,South Eastern Power Networks (SPN),Fossil gas,Gas turbine (OCGT),,,,30.0,,,,,,,,,,,,,No,Connected,30.0,30.0,31.579,,,2009-04-23,,,,,,,,,,,,,,2020-11-13,1.29264877098368,51.3629876146874,"51.3629876146874,1.29264877098368",SPN-S000000009149,Fossil fuel
1999000000443,,NATIONAL GRID ELECTRICITY TRANSMISSION PLC,THANET WINDFARM,RICHBOROUGH POWER STATION,,RICHBOROUGH,KENT,CT13 9QN,England,633588,161992,CANTERBURY NORTH,RICHBOROUGH GRID,GRID,132,South Eastern Power Networks (SPN),Wind,Offshore wind turbines,,,,315.0,,,,,,,,,,,,,No,Connected,315.0,315.0,331.579,,,2010-09-29,,,,,,,,,,,,,,2021-01-15,1.35015239040666,51.3090764222896,"51.3090764222896,1.35015239040666",SPN-S000000009957,Wind
1900070122343,,KENTISH FLATS WINDFARM,KENTISH FLATS WINDFARM,,,HERNE BAY,KENT,CT6 7RY,England,615618,166189,CANTERBURY NORTH,HERNE BAY GRID,GRID,33,South Eastern Power Networks (SPN),Wind,Offshore wind turbines,,,,90.0,,,,,,,,,,,,,No,Connected,90.0,90.0,94.737,,,2005-05-01,,,,,,,,,,,,,,2021-01-15,1.09527613439875,51.3538466132068,"51.3538466132068,1.09527613439875",SPN-S000000009167,Wind
1900060831708,,CROYDON ENERGY,ROLLS ROYCE POWER,FACTORY LANE,,CROYDON,SURREY,CR0 3RL,England,531449,165923,BEDDINGTON,CROYDON GRID,GRID,132,South Eastern Power Networks (SPN),Fossil gas,Gas turbine (OCGT),,,,50.0,,,,,,,,,,,,,No,Connected,50.0,50.0,52.632,,,2002-12-01,,,,,,,,,,,,,,2020-11-13,-0.112711073094513,51.3771524670298,"51.3771524670298,-0.112711073094513",SPN-S000000009913,Fossil fuel
1900060225194,,ST REGIS PAPER COMPANY LIMITED,GROVEHURST ENERGY,KEMSLEY MILL,,SITTINGBOURNE,KENT,ME10 2TD,England,591634,166162,KEMSLEY,GROVEHURST ENERGY GRID,GRID,33,South Eastern Power Networks (SPN),Fossil Gas,Steam-gas turbine (CCGT),,,,42.0,,,,,,,,,,,,,No,Connected,42.0,42.0,44.211,,,1995-11-01,,,,,,,,,,,,,,2021-07-14,0.751261181283115,51.3621935852515,"51.3621935852515,0.751261181283115",NULL,Fossil fuel
1900061301215,,VIRIDOR WASTE MANAGEMENT LIMITED,"VIRIDOR WASTE MANAGEMENT, BEDDINGTON FARM LANDFILL SITE",BEDDINGTON FARM LANDFILL SITE,,SUTTON,,CR0 4XB,England,530258,166416,BEDDINGTON,BEDDINGTON 132/11KV,BEDDINGTON 132/11KV,11,South Eastern Power Networks (SPN),Biofuel landfill gas,Gas turbine (OCGT),,,,7.0,,,,,,,,,,,,,No,Connected,7.0,7.0,7.368,,,2006-11-01,,,,,,,,,,,,,,2021-01-15,-0.129633086099427,51.3818572420957,"51.3818572420957,-0.129633086099427",SPN-S000000009303,Biogas
1900060858356,,DISCOVERY PARK LTD,ALKANE SITE 008062,RAMSGATE ROAD,,SANDWICH,KENT,CT13 9ND,England,633425,159472,CANTERBURY NORTH,RICHBOROUGH GRID,GRID,33,South Eastern Power Networks (SPN),Fossil Gas,Steam-gas turbine (CCGT),,,,1.0,,,,,,,,,,,,,No,Connected,1.0,1.0,1.053,,,1992-09-01,,,,,,,,,,,,,,2021-07-14,1.34617128252715,51.2865226569877,"51.2865226569877,1.34617128252715",SPN-S000000009157,Fossil fuel
1900060554947,,SMURFIT TOWNSEND HOOK,SMURFIT KAPPA TOWNSEND HOOK 9933,MILL STREET,,SNODLAND,KENT,ME6 5AX,England,570768,161692,KINGSNORTH,MEDWAY GRID,GRID,132,South Eastern Power Networks (SPN),Fossil Gas,Steam-gas turbine (CCGT),,,,40.0,,,,,,,,,,,,,No,Connected,40.0,40.0,42.105,,,1997-07-01,,,,,,,,,,,,,,2021-01-15,0.449709571784077,51.328689090277,"51.328689090277,0.449709571784077",SPN-S000000009933,Fossil fuel
1900091199528,,Xero Energy Ltd,KENTISH FLATS PHASE 2,,,HERNE BAY,KENT,CT6 7NU,England,615618,166189,CANTERBURY NORTH,HERNE BAY GRID,GRID,33,South Eastern Power Networks (SPN),Wind,Offshore wind turbines,,,,49.5,,,,,,,,,,,,,No,Connected,49.5,49.5,52.105,,,2015-08-21,,,,,,,,,,,,,,2020-11-13,1.09527613439875,51.3538466132068,"51.3538466132068,1.09527613439875",SPN-S000000009167,Wind
1900091364893,,WROTHAM HEATH,WROTHAM SOLAR FARM,FORD LANE,WROTHAM HEATH,SEVENOAKS,KENT,TN15 7SE,England,563535,158684,KINGSNORTH,MEDWAY GRID,WROTHAM HEATH 33/11KV,11,South Eastern Power Networks (SPN),Solar,Photovoltaic,,,,5.0,,,,,,,,,,,,,No,Connected,5.0,5.0,5.263,,,2016-10-07,,,,,,,,,,,,,,2021-01-15,0.344608564023661,51.3037888033953,"51.3037888033953,0.344608564023661",SPN-S000000008519,Solar PV
1900060837435,,BIFFA WASTE SERVICES LIMITED,BIFFA LANDFILL SITE,CORMONGERS LANE,,NUTFIELD,SURREY,RH1 4ER,England,529688,151200,BOLNEY,LEIGH GRID,REIGATE A 33/11KV,11,South Eastern Power Networks (SPN),Biofuel landfill gas,Gas turbine (OCGT),,,,1.9,,,,,,,,,,,,,No,Connected,1.9,1.9,2.0,,,1998-04-23,,,,,,,,,,,,,,2021-01-15,-0.143347667251836,51.2452412483165,"51.2452412483165,-0.143347667251836",NULL,Biogas
1900028429543,,VIRIDIS ENERGY (NORGEN) LIMITED,PATTESON COURT LANDFILL,CORMONGERS LANE,,NUTFIELD,SURREY,RH1 4ER,England,529688,151200,BOLNEY,LEIGH GRID,NUTFIELD 33/11KV,11,South Eastern Power Networks (SPN),Fossil gas,Gas turbine (OCGT),,,,3.9,,,,,,,,,,,,,No,Connected,3.9,3.9,4.105,,,2000-03-29,,,,,,,,,,,,,,2021-01-15,-0.143347667251836,51.2452412483165,"51.2452412483165,-0.143347667251836",SPN-S000000008450,Fossil fuel
1900060404132,,VIRIDOR WASTE DISPOSAL LTD,BIOGAS STONE SUB FEDEER B,COTTON LANE,,DARTFORD,KENT,DA9 9BB,England,556373,174886,NORTHFLEET,NORTHFLEET EAST GRID,STONE MARSHES 33/11KV,11,South Eastern Power Networks (SPN),Biofuel landfill gas,Gas turbine (OCGT),,,,1.2,,,,,,,,,,,,,No,Connected,1.2,1.2,1.263,,,1997-11-21,,,,,,,,,,,,,,2021-01-15,0.249077645304771,51.4513705459477,"51.4513705459477,0.249077645304771",SPN-S000000008249,Biogas
1900090934655,,GASREC LTD,ALBURY GAS STATION,SANDS QUARRY,SHERE ROAD,GUILDFORD,SURREY,GU5 9BW,England,506019,148473,WEST WEYBRIDGE,GUILDFORD GRID,SHALFORD 33/11KV,11,South Eastern Power Networks (SPN),Biofuel landfill gas,Gas turbine (OCGT),,,,1.46,,,,,,,,,,,,,No,Connected,1.46,1.46,1.537,,,1997-04-01,,,,,,,,,,,,,,2020-11-13,-0.483117092100886,51.2256149722949,"51.2256149722949,-0.483117092100886",SPN-S000000008482,Biogas
1900060576602,,THAMES WATER UTILITIES LIMITED,SHALFORD WATER TREATMENT WORKS,SHALFORD,,GUILDFORD,SURREY,GU4 8BW,England,499820,147803,WEST WEYBRIDGE,GUILDFORD GRID,SHALFORD 33/11KV,11,South Eastern Power Networks (SPN),Fossil oil,Engine (combustion / reciprocating),,,,1.5,,,,,,,,,,,,,No,Connected,1.5,1.5,1.579,,,1999-03-03,,,,,,,,,,,,,,2021-07-14,-0.572046924635322,51.2207087924598,"51.2207087924598,-0.572046924635322",SPN-S000000008482,Fossil fuel
1900070539547,,SOUTHERN WATER SERVICES LIMITED,FORNESS POINT PUMPING STATION,PAULS RD,,CLIFTONVILLE,KENT,CT9 3EL,England,636303,170994,CANTERBURY NORTH,THANET GRID,ST PETERS 33/11KV,11,South Eastern Power Networks (SPN),Fossil oil,Engine (combustion / reciprocating),,,,1.8,,,,,,,,,,,,,No,Connected,1.8,1.8,1.895,,,2007-11-01,,,,,,,,,,,,,,2021-07-14,1.39500674317704,51.3887578813889,"51.3887578813889,1.39500674317704",SPN-S000000008478,Fossil fuel
1900090934948,,Interserve Construction Ltd,WALTON WATER TREATMENT WORKS,WALTON LANE,,WALTON-ON-THAMES,SURREY,KT12 1QP,England,508652,166237,WEST WEYBRIDGE,WEST WEYBRIDGE GRID,WALTON 33/11KV,11,South Eastern Power Networks (SPN),Solar,Photovoltaic,,,,1.2,,,,,,,,,,,,,No,Connected,1.2,1.2,1.263,,,2013-03-27,,,,,,,,,,,,,,2021-07-14,-0.440021380428828,51.3847910521402,"51.3847910521402,-0.440021380428828",SPN-S000000008506,Solar PV
1900090990710,,THAMES WATER UTILITIES LIMITED,LONGREACH,MARSH STREET,,DARTFORD,KENT,DA1 5PP,England,555395,176707,LITTLEBROOK,LITTLEBROOK SUPERGRID,LITTLEBROOK PARK 11KV,11,South Eastern Power Networks (SPN),Biofuel sewage gas,Steam-gas turbine (CCGT),,,,2.0,,,,,,,,,,,,,No,Connected,2.0,2.0,2.105,,,2013-03-15,,,,,,,,,,,,,,2021-07-14,0.235813697492212,51.4680006605995,"51.4680006605995,0.235813697492212",SPN-S000000009377,Biogas
1900060749851,,NON-FOSSIL PURCHASING AGENCY LIMITED,LANDFILL GENERATION PHS1,LANGHURSTWOOD RD,,HORSHAM,WEST SUSSEX,RH12 4QD,England,517745,134707,BOLNEY,HORSHAM GRID 132/11KV,HORSHAM GRID 11KV,11,South Eastern Power Networks (SPN),Biofuel landfill gas,Gas turbine (OCGT),,,,3.0,,,,,,,,,,,,,No,Connected,3.0,3.0,3.158,,,2000-10-06,,,,,,,,,,,,,,2021-01-15,-0.31976799397637,51.0995887514585,"51.0995887514585,-0.31976799397637",SPN-S000000009324,Biogas
1900060483490,,NFPA,WINDMILL QUARRY 522992,HOLLOW LANE,,WASHINGTON,WEST SUSSEX,RH20 3BQ,England,511997,114245,BOLNEY,STEYNING GRID,ASHINGTON 33/11KV,11,South Eastern Power Networks (SPN),Biofuel landfill gas,Gas turbine (OCGT),,,,4.5,,,,,,,,,,,,,No,Connected,4.5,4.5,4.737,,,1997-04-01,,,,,,,,,,,,,,2021-01-15,-0.408133324791291,50.9168116900122,"50.9168116900122,-0.408133324791291",SPN-S000000008308,Biogas
1900060366930,,SOUTHERN WATER SERVICES LIMITED,QUEENBOROUGH SEWAGE WORKS,,,QUEENBOROUGH,KENT,ME11 5LX,England,590875,170463,KEMSLEY,SHEERNESS GRID,QUEENBOROUGH 33KV,6.6,South Eastern Power Networks (SPN),Fossil oil,Engine (combustion / reciprocating),,,,1.0,,,,,,,,,,,,,No,Connected,1.0,1.0,1.053,,,1997-04-01,,,,,,,,,,,,,,2021-07-14,0.742681578402395,51.401077700247,"51.401077700247,0.742681578402395",SPN-S000000008368,Fossil fuel
1900090107057,,Viridor Waste Management Ltd,HORTON POWER PLANT,HORTON LANDFILL SITE 2,HENFIELD RD,SMALL DOLE,WEST SUSSEX,,England,520581,112350,BOLNEY,STEYNING GRID,STEYNING 33/11KV,11,South Eastern Power Networks (SPN),Biofuel landfill gas,Gas turbine (OCGT),,,,1.5,,,,,,,,,,,,,No,Connected,1.5,1.5,1.579,,,2007-08-29,,,,,,,,,,,,,,2020-11-13,-0.286701455266147,50.8980507742908,"50.8980507742908,-0.286701455266147",SPN-S000000009914,Biogas
1900060436871,,WEST END PROPERTY INVESTMENT LLP,WEST END NURSERIES,ROUNDSTONE LN,,ANGMERING,WEST SUSSEX,BN16 4AX,England,507493,103454,BOLNEY,WORTHING GRID,ANGMERING 33/11KV,11,South Eastern Power Networks (SPN),Fossil Gas,Steam-gas turbine (CCGT),,,,2.0,,,,,,,,,,,,,No,Connected,2.0,2.0,2.105,,,1997-01-01,,,,,,,,,,,,,,2021-07-14,-0.475348836846699,50.8206643726735,"50.8206643726735,-0.475348836846699",SPN-S000000008305,Fossil fuel
1900070144523,,STONE PIT,"COTTON LANE GENERATION S/S PHS 1, BIOGAS PLANT 324183",,,DARTFORD,KENT,DA9 9BB,England,556373,174886,NORTHFLEET,NORTHFLEET EAST GRID,CROSSWAYS,11,South Eastern Power Networks (SPN),Biofuel landfill gas,Gas turbine (OCGT),,,,1.0,,,,,,,,,,,,,No,Connected,1.0,1.0,1.053,,,2004-12-18,,,,,,,,,,,,,,2021-01-15,0.249077645304771,51.4513705459477,"51.4513705459477,0.249077645304771",SPN-S000000008626,Biogas
1900090230503,,SOUTHERN WATER SERVICES LIMITED,NORTHFLEET WTW 324327,SPRINGHEAD RD,,NORTHFLEET,KENT,DA11 8HS,England,562264,172945,NORTHFLEET,NORTHFLEET EAST GRID,EBBSFLEET 33/11KV,11,South Eastern Power Networks (SPN),Fossil oil,Engine (combustion / reciprocating),,,,1.25,,,,,,,,,,,,,No,Connected,1.25,1.25,1.316,,,2009-01-16,,,,,,,,,,,,,,2021-07-14,0.332895767923868,51.4322763319662,"51.4322763319662,0.332895767923868",SPN-S000000008684,Fossil fuel
1900060576611,,Thames Water,HAMPTON WTW,LOWER SUNBURY RD,,HAMPTON,SURREY,TW12 2ES,England,513333,169255,LALEHAM,TWICKENHAM GRID,GRID,33,South Eastern Power Networks (SPN),Fossil oil,Engine (combustion / reciprocating),,,,6.9,,,,,,,,,,,,,No,Connected,6.9,6.9,7.263,,,2012-07-01,,,,,,,,,,,,,,2021-03-12,-0.37181953171083,51.4110023841218,"51.4110023841218,-0.37181953171083",SPN-S000000009152,Fossil fuel
1900060667534,,Biffa Waste Services Ltd,SHAKESPEARE FARM,RATCLIFFE HIGHWAY,,ST. MARY HOO,KENT,ME3 8RS,England,581643,177119,NORTHFLEET,NORTHFLEET EAST GRID,GRAIN 33/11KV S/S,11,South Eastern Power Networks (SPN),Biofuel landfill gas,Gas turbine (OCGT),,,,1.3,,,,,,,,,,,,,No,Connected,1.3,1.3,1.368,,,2004-03-04,,,,,,,,,,,,,,2020-11-13,0.613522736980548,51.4638924285304,"51.4638924285304,0.613522736980548",NULL,Biogas
1900090761363,,Rutland Group Ltd,DUNSFOLD PARK AERODROME 173617,STOVOLDS HILL,,CRANLEIGH,SURREY,GU6 8TB,England,502789,136638,BOLNEY,LEIGH GRID,CRANLEIGH 33/11KV,11,South Eastern Power Networks (SPN),solar,Photovoltaic,,,,1.2,,,,,,,,,,,,,No,Connected,1.2,1.2,1.263,,,2011-09-11,,,,,,,,,,,,,,2020-11-13,-0.532736536201517,51.1198201778246,"51.1198201778246,-0.532736536201517",SPN-S000000008382,Solar PV
1900091420137,,SECOND GENERATION SHEPHAM LIMITED,SHEPHAM WIND FARM 8668,HAILSHAM ROAD,STONE CROSS,PEVENSEY,EAST SUSSEX,BN24 5BT,England,560076,105171,NINFIELD,POLEGATE GRID,GRID,33,South Eastern Power Networks (SPN),Wind,Onshore wind turbines,,,,7.5,,,,,,,,,,,,,No,Connected,7.5,7.5,7.5,,,2016-10-31,,,,,,,,,,,,,,2020-11-13,0.271368612868618,50.8239573709265,"50.8239573709265,0.271368612868618",SPN-S000000009940,Wind
1900091577219,,ASHFORD POWER LIMITED,KINGSNORTH WORKS 324531,KINGSNORTH INDUSTRIAL ESTATE,HOO,ROCHESTER,KENT,ME3 9NZ,England,580779,172971,KINGSNORTH,KINGSNORTH GRID 132/11KV,KINGSNORTH GRID 11KV,11,South Eastern Power Networks (SPN),Fossil gas,Gas turbine (OCGT),,,,21.0,,,,,,,,,,,,,No,Connected,21.0,21.0,21.0,,,2017-09-21,,,,,,,,,,,,,,2021-02-12,0.598981368719907,51.4269103243963,"51.4269103243963,0.598981368719907",SPN-S000000009925,Fossil fuel
1900091523310,,Bluebell Energy,HUGGINS HALL,,,GLASSENBURY,KENT,TN17 2QJ,England,575388,135860,NINFIELD,HARTLEY GRID,GRID,132,South Eastern Power Networks (SPN),Storage battery,Battery,,,,49.9,,,,,,,,,,,,,No,Connected,49.9,49.9,49.9,,,2017-10-29,,,,,,,,,,,,,,2020-11-13,0.50333401551961,51.0952282211208,"51.0952282211208,0.50333401551961",SPN-S000000009922,Storage
1900091646750,,Grid Battery Storage Limited,MILTON COURT FARM,WESTCOTT RD,,DORKING,SURREY,RH4 3LY,England,515092,149229,WEST WEYBRIDGE,LEATHERHEAD GRID,DORKING TOWN 33/11KV,11,South Eastern Power Networks (SPN),Storage battery,Battery,,,,6.0,,,,,,,,,,,,,No,Connected,6.0,6.0,6.0,,,2018-08-14,,,,,,,,,,,,,,2020-11-13,-0.35299820922722,51.2306546041189,"51.2306546041189,-0.35299820922722",SPN-S000000008357,Storage
1900091543804,,Ren Energy,"UNIT 190, KINGSNORTH INDUSTRIAL ESTATE,",,,HOO,KENT,ME3 9ND,England,580729,173211,KINGSNORTH,KINGSNORTH GRID 132/11KV,KINGSNORTH GRID 11KV,11,South Eastern Power Networks (SPN),Fossil gas,Gas turbine (OCGT),,,,2.5,,,,,,,,,,,,,No,Connected,2.5,2.5,2.5,,,2018-01-05,,,,,,,,,,,,,,2020-11-13,0.598385288455833,51.4290820160079,"51.4290820160079,0.598385288455833",SPN-S000000009925,Fossil fuel
Data not available,,Thames Water,HAMPTON WTW,LOWER SUNBURY ROAD,,HAMPTON,SURREY,TW12 2ES,England,0,0,LALEHAM,TWICKENHAM GRID,GRID,33,South Eastern Power Networks (SPN),Solar,Photovoltaic,,,,5.28,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,5.28,5.28,5.558,,,2013-04-15,,,,,,,,2021-02-12,,,,SPN-S000000009152,Solar PV
Data not available,,Metricab Power Engineering Limited,FISHERSGATE TERMINAL,SHOREHAM PORT,SOUTHWICK,BRIGHTON,EAST SUSSEX,BN41 1UQ,England,524860,104846,BOLNEY,FISHERSGATE GRID,GRID,33,South Eastern Power Networks (SPN),Biofuel other,Gas turbine (OCGT),,,,36.0,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,36.0,36.0,37.895,,,2013-10-25,,,,,,,,2021-02-12,-0.228442617832936,50.8296953113575,"50.8296953113575,-0.228442617832936",SPN-S000000009119,Biogas
1900091669739,,London Power Associates Ltd,KEMSLEY (K3) CHP FACILITY,KEMSLEY MARSH,,SITTINGBOURNE,KENT,ME10 2FP,England,592181,166703,KEMSLEY,GSP,GSP,132,South Eastern Power Networks (SPN),Waste,Steam-gas turbine (CCGT),,,,65.0,,,,,,,,,,,,,No,Connected,65.0,65.0,68.421,,,2020-05-22,,,,,,,,,,,,,,2020-11-13,0.759400745308075,51.3668677834186,"51.3668677834186,0.759400745308075",NULL,Biogas
Data not available,,Gardner Asset Management LLP,LAND BY DIGGERLAND,ROMAN WAY,,ROCHESTER,KENT,,England,0,0,KINGSNORTH,MEDWAY GRID,GRID,33,South Eastern Power Networks (SPN),Fossil oil,Engine (combustion / reciprocating),,,,17.0,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,17.0,17.0,17.895,,,2016-07-29,,,,,,,,2020-11-13,,,,SPN-S000000009133,Fossil fuel
Data not available,,Kent Renewable Energy Partnership Ltd,ALKANE SITE,RAMSGATE ROAD,,SANDWICH,KENT,CT13 9ND,England,633425,159472,CANTERBURY NORTH,RICHBOROUGH GRID,GRID,33,South Eastern Power Networks (SPN),Biomass,Steam turbine (thermal power plant),,,,8.6,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,8.6,8.6,9.053,,,2016-04-07,,,,,,,,2021-07-14,1.34617128252715,51.2865226569877,"51.2865226569877,1.34617128252715",SPN-S000000009157,Biogas
Data not available,,CRI Group Ltd,SPRINGHEAD ROAD,NORTHFLEET,,GRAVESEND,KENT,,England,0,0,NORTHFLEET,NORTHFLEET EAST GRID,GRID,33,South Eastern Power Networks (SPN),Fossil gas,Gas turbine (OCGT),,,,20.0,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,20.0,20.0,21.053,,,2016-08-18,,,,,,,,2020-11-13,,,,SPN-S000000009137,Fossil fuel
Data not available,,Reliance Energy Ltd,MEDWAY ENTERPRISE CENTRE,ENTERPRISE CLOSE,,ROCHESTER,KENT,,England,0,0,KINGSNORTH,KINGSNORTH GRID 132/11KV,STROOD 132/11KV,11,South Eastern Power Networks (SPN),Fossil oil,Engine (combustion / reciprocating),,,,20.0,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,20.0,20.0,21.053,,,2016-09-07,,,,,,,,2020-11-13,,,,SPN-S000000009348,Fossil fuel
Data not available,,Conrad Energy (Developments) Ltd,CASTLE ROAD,,,SITTINGBOURNE,KENT,,England,0,0,KEMSLEY,SITTINGBOURNE GRID,SITTINGBOURNE TOWN 33/11KV,11,South Eastern Power Networks (SPN),Fossil gas,Gas turbine (OCGT),,,,12.0,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,12.0,12.0,12.632,,,2016-08-12,,,,,,,,2020-11-13,,,,SPN-S000000008344,Fossil fuel
Data not available,,Clearteq Energy Ltd,LITTLEBROOK,,,DARTFORD,KENT,,England,0,0,LITTLEBROOK,LITTLEBROOK PARK 132/11KV,LITTLEBROOK PARK 132/11KV,11,South Eastern Power Networks (SPN),Fossil oil,Engine (combustion / reciprocating),,,,10.0,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,10.0,10.0,10.526,,,2017-01-23,,,,,,,,2020-11-13,,,,SPN-S000000009977,Fossil fuel
Data not available,,Kiwi Power Ltd,ROYAL MARSDEN HOSPITAL,DOWNS ROAD,,SUTTON,SURREY,SM2 5BT,England,526052,163475,BEDDINGTON,SUTTON GRID,NORK 33/11KV,11,South Eastern Power Networks (SPN),Fossil oil,Engine (combustion / reciprocating),,,,1.8,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,1.8,1.8,1.895,,,2017-02-16,,,,,,,,2020-11-13,-0.191080622819975,51.3563746662529,"51.3563746662529,-0.191080622819975",SPN-S000000008442,Fossil fuel
Data not available,,UK Capacity Reserve Ltd,LAND OFF QUEENBOROUGH ROAD,,,SHEERNESS,KENT,,England,0,0,KEMSLEY,GSP,KEMSLEY,132,South Eastern Power Networks (SPN),Storage battery,Battery,,,,49.0,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,49.0,49.0,51.579,,,2017-08-06,,,,,,,,2020-11-13,,,,SPN-S000000009811,Storage
Data not available,,RNA Projects Co Ltd,LAND TO THE NORTH OF SEWAGE WORKS,ROCHESTER ROAD,CUXTON,ROCHESTER,KENT,ME2,England,570954,166403,KINGSNORTH,GSP,GSP,132,South Eastern Power Networks (SPN),Storage battery,Battery,,,,49.5,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,49.5,49.5,52.105,,,2017-08-16,,,,,,,,2020-11-13,0.454637961273463,51.3709542660812,"51.3709542660812,0.454637961273463",NULL,Storage
Data not available,,British Solar Ltd,"HOOKERS FARM, COOMBES SOLAR",,,HAYWARDS HEATH,WEST SUSSEX,,England,0,0,BOLNEY,BOLNEY GRID,BOLNEY GRID,33,South Eastern Power Networks (SPN),Storage battery,Battery,,,,7.28,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,7.28,7.28,7.663,,,2017-10-25,,,,,,,,2020-11-13,,,,SPN-S000000009105,Storage
Data not available,,Darent Power Ltd,DARENT POWER,DISCOVERY PARK,RAMSGATE ROAD,SANDWICH,KENT,,England,0,0,CANTERBURY NORTH,RICHBOROUGH GRID,GRID,33,South Eastern Power Networks (SPN),Fossil gas,Gas turbine (OCGT),,,,18.58,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,18.58,18.58,19.558,,,2017-07-06,,,,,,,,2020-11-13,,,,SPN-S000000009157,Fossil fuel
